arch,cpu_clock,isa,l1_size,l2_shared_by_cores,l2_size,l3_size,ld_shared_by_cores,mem_clock,mem_size,mem_type,no_of_threads,num-cpus,system_name,bus_speed_qpi,bus_speed_dmi,l1_ins_assoc,l1_data_assoc,l2_assoc,l3_assoc,raw_bus_speed,converted_bus_speed,ddr_type,runtime
Intel Xeon 5120,1.866,X86_64,32,1,4,0,1,667,24,PC2-5300F,2,1,NovaScale R440 (Intel Xeon processor 5120-1.86GHz),,,8,8,16,0,1066 FSB,8,2,910.057201
Intel Xeon 5130,2,X86_64,32,1,4,0,1,667,24,PC2-5300F,2,1,NovaScale R440 (Intel Xeon processor 5130-2.00GHz),,,8,8,16,0,1333 FSB,10,2,820.105442
Intel Xeon 5140,2.333,X86_64,32,1,4,0,1,667,24,PC2-5300F,2,1,NovaScale R440 (Intel Xeon processor 5140-2.33GHz),,,8,8,16,0,1333 FSB,10,2,737.4427
Intel Xeon 5160,3,X86_64,32,1,4,0,1,667,24,PC2-5300F,2,1,NovaScale R440 (Intel Xeon processor 5160-3.00GHz),,,8,8,16,0,1333 FSB,10,2,626.91417
Intel Xeon 3060,2.4,X86_64,32,1,4,0,1,533,4,PC2-4200E,2,1,NovaScale T820 (Intel Xeon processor 3060- 2.40GHz),,,8,8,16,0,1066 FSB,8,2,642.098937
Intel Xeon 3040,1.86,X86_64,32,1,2,0,1,533,4,PC2-4200E,2,1,NovaScale T820 (Intel Xeon processor 3040- 1.86GHz),,,8,8,8,0,1066 FSB,8,2,790.170647
Intel Xeon E5310,1.6,X86_64,32,1,8,0,1,667,24,PC2-5300F,4,1,NovaScale T860 (Intel Xeon processor E5310-1.60GHz),,,8,8,16,0,1066 FSB,8,2,1016.843713
Intel Xeon E5345,2.33,X86_64,32,1,8,0,1,667,16,PC2-5300F,4,1,NovaScale T840 (Intel Xeon processor E5345-2.33GHz),,,8,8,16,0,1333 FSB,10,2,758.594
Intel Xeon 3040,1.86,X86_64,32,1,2,0,1,667,8,PC2-5300E,2,1,NovaScale R410 (Intel Xeon processor 3040-1.86GHz),,,8,8,8,0,1066 FSB,8,2,790.561137
Intel Xeon 5160,3,X86_64,32,1,4,0,1,667,8,PC2-5300F,4,4,NovaScale R422 (Intel Xeon processor 5160-3.00GHz),,,8,8,16,0,1333 FSB,10,2,601.465851
Intel Xeon E5310,1.6,X86_64,32,1,8,0,1,533,12,PC2-4200F,8,8,NovaScale R460 (Intel Xeon processor E5310-1.60GHz),,,8,8,16,0,1066 FSB,8,2,961.150208
Intel Xeon E5320,1.86,X86_64,32,1,8,0,1,533,12,PC2-4200F,8,8,NovaScale R460 (Intel Xeon processor E5320-1.86GHz),,,8,8,16,0,1066 FSB,8,2,855.663345
Intel Xeon E5335,2,X86_64,32,1,8,0,1,667,16,PC2-5300F,8,8,NovaScale R460 (Intel Xeon processor E5335-2.00GHz),,,8,8,16,0,1333 FSB,10,2,824.328641
Intel Xeon E5310,1.6,X86_64,32,1,8,0,1,533,12,PC2-4200F,8,8,NovaScale R440 (Intel Xeon processor E5310-1.60GHz),,,8,8,16,0,1066 FSB,8,2,961.150208
Intel Xeon E5320,1.86,X86_64,32,1,8,0,1,533,12,PC2-4200F,8,8,NovaScale R440 (Intel Xeon processor E5320-1.86GHz),,,8,8,16,0,1066 FSB,8,2,855.663345
Intel Xeon E5335,2,X86_64,32,1,8,0,1,667,16,PC2-5300F,8,8,NovaScale R440 (Intel Xeon processor E5335-2.00GHz),,,8,8,16,0,1333 FSB,10,2,824.328641
Intel Xeon E5320,1.86,X86_64,32,1,8,0,1,533,8,PC2-4200F,8,8,NovaScale T860 (Intel Xeon processor E5320-1.86GHz),,,8,8,16,0,1066 FSB,8,2,879.406
Intel Xeon X5365,3,X86_64,32,1,8,0,1,667,16,PC2-5300F,8,8,NovaScale R422 (Intel Xeon processor X5365-3.00GHz),,,8,8,16,0,1333 FSB,10,2,602.814991
Intel Xeon E5335,2,X86_64,32,1,8,0,1,667,16,PC2-5300F,8,8,NovaScale T860 (Intel Xeon processor E5335-2.00GHz),,,8,8,16,0,1333 FSB,10,2,794.489243
Intel Xeon X5260,3.333,X86_64,32,1,6,0,1,667,12,PC2-5300F,4,4,NovaScale T860 E1 (Intel Xeon X5260-3.33GHz),,,8,8,24,0,1333 FSB,10,2,532.234797
Intel Xeon E5205,1.867,X86_64,32,1,6,0,1,667,12,PC2-5300F,4,4,NovaScale T860 E1 (Intel Xeon E5205-1.86GHz),,,8,8,24,0,1066 FSB,8,2,811.307213
Intel Xeon E5420,2.5,X86_64,32,1,12,0,1,667,12,PC2-5300F,8,8,NovaScale T860 E1 (Intel Xeon E5420-2.50GHz),,,8,8,24,0,1333 FSB,10,2,640.926286
Intel Xeon X5460,3.167,X86_64,32,1,12,0,1,667,12,PC2-5300F,8,8,NovaScale T860 E1 (Intel Xeon X5460-3.16GHz),,,8,8,24,0,1333 FSB,10,2,556.701765
Intel Xeon E5405,2,X86_64,32,1,12,0,1,667,12,PC2-5300F,8,8,NovaScale R460 E1 (Intel Xeon E5405-2.00GHz),,,8,8,24,0,1333 FSB,10,2,729.654682
Intel Xeon E5405,2,X86_64,32,1,12,0,1,667,12,PC2-5300F,8,8,NovaScale R440 E1 (Intel Xeon E5405-2.00GHz),,,8,8,24,0,1333 FSB,10,2,729.654682
Intel Xeon E5205,1.867,X86_64,32,1,6,0,1,667,12,PC2-5300F,4,4,NovaScale R460 E1 (Intel Xeon E5205-1.86GHz),,,8,8,24,0,1066 FSB,8,2,810.888068
Intel Xeon E5420,2.5,X86_64,32,1,12,0,1,667,12,PC2-5300F,8,8,NovaScale R460 E1 (Intel Xeon E5420-2.50GHz),,,8,8,24,0,1333 FSB,10,2,641.846971
Intel Xeon X5260,3.333,X86_64,32,1,6,0,1,667,12,PC2-5300F,4,4,NovaScale R460 E1 (Intel Xeon X5260-3.33GHz),,,8,8,24,0,1333 FSB,10,2,534.432663
Intel Xeon X5450,3,X86_64,32,1,12,0,1,667,12,PC2-5300F,8,8,NovaScale R460 E1 (Intel Xeon X5450-3.00GHz),,,8,8,24,0,1333 FSB,10,2,572.160617
Intel Xeon X5460,3.16,X86_64,32,1,12,0,1,667,12,PC2-5300F,8,8,NovaScale R460 E1 (Intel Xeon X5460-3.16GHz),,,8,8,24,0,1333 FSB,10,2,555.632698
Intel Xeon X5460,3.16,X86_64,32,1,12,0,1,667,12,PC2-5300F,8,8,NovaScale R440 E1 (Intel Xeon X5460-3.16GHz),,,8,8,24,0,1333 FSB,10,2,555.632698
Intel Xeon X5450,3,X86_64,32,1,12,0,1,667,12,PC2-5300F,8,8,NovaScale R440 E1 (Intel Xeon X5450-3.00GHz),,,8,8,24,0,1333 FSB,10,2,572.160617
Intel Xeon X5260,3.333,X86_64,32,1,6,0,1,667,12,PC2-5300F,4,4,NovaScale R440 E1 (Intel Xeon X5260-3.33GHz),,,8,8,24,0,1333 FSB,10,2,534.432663
Intel Xeon E5420,2.5,X86_64,32,1,12,0,1,667,12,PC2-5300F,8,8,NovaScale R440 E1 (Intel Xeon E5420-2.50GHz),,,8,8,24,0,1333 FSB,10,2,641.846971
Intel Xeon E5205,1.867,X86_64,32,1,6,0,1,667,12,PC2-5300F,4,4,NovaScale R440 E1 (Intel Xeon E5205-1.86GHz),,,8,8,24,0,1066 FSB,8,2,810.888068
Intel Xeon E5440,2.833,X86_64,32,1,12,0,1,667,16,PC2-5300F,8,8,NovaScale R460 E1 (Intel Xeon E5440-2.83GHz),,,8,8,24,0,1333 FSB,10,2,548.051769
Intel Xeon E5440,2.833,X86_64,32,1,12,0,1,667,16,PC2-5300F,8,8,NovaScale R440 E1 (Intel Xeon E5440-2.83GHz),,,8,8,24,0,1333 FSB,10,2,548.051769
Intel Xeon E5405,2,X86_64,32,1,12,0,1,667,12,PC2-5300F,8,8,NovaScale T860 E1 (Intel Xeon E5405- 2.00GHz),,,8,8,24,0,1333 FSB,10,2,729.653093
Intel Xeon X5355,2.667,X86_64,32,1,8,0,1,667,12,PC2-5300F,8,8,NovaScale R630 (Intel Xeon X5355-2.66GHz),,,8,8,16,0,1333 FSB,10,2,739.84767
Intel Xeon E5440,2.833,X86_64,32,1,12,0,1,667,12,PC2-5300F,8,8,NovaScale T860 E1 (Intel Xeon E5440-2.83GHz),,,8,8,24,0,1333 FSB,10,2,603.830449
Intel Xeon E3110,3,X86_64,32,1,6,0,1,800,8,PC2-6400E,2,2,NovaScale T810 E1 (Intel Xeon E3110- 3.00 GHz),,,8,8,24,0,1333 FSB,10,2,461.945133
Intel Xeon E3110,3,X86_64,32,1,6,0,1,800,8,PC2-6400E,2,2,NovaScale R410 E1 (Intel Xeon E3110- 3.00 GHz),,,8,8,24,0,1333 FSB,10,2,461.945133
Intel Xeon E3110,3,X86_64,32,1,6,0,1,800,8,PC2-6400E,2,2,NovaScale T830 E1 (Intel Xeon E3110- 3.00 GHz),,,8,8,24,0,1333 FSB,10,2,461.945133
Intel Xeon E5430,2.666,X86_64,32,1,12,0,1,667,16,PC2-5300F,8,8,NovaScale R440 E1 (Intel Xeon E5430- 2.66 GHz),,,8,8,24,0,1333 FSB,10,2,603.331847
Intel Xeon E5430,2.666,X86_64,32,1,12,0,1,667,16,PC2-5300F,8,8,NovaScale R460 E1 (Intel Xeon E5430- 2.66 GHz),,,8,8,24,0,1333 FSB,10,2,603.331847
Intel Xeon E5410,2.333,X86_64,32,1,12,0,1,667,16,PC2-5300F,8,8,NovaScale R440 E1 (Intel Xeon E5410- 2.33 GHz),,,8,8,24,0,1333 FSB,10,2,660.233079
Intel Xeon E5410,2.333,X86_64,32,1,12,0,1,667,16,PC2-5300F,8,8,NovaScale R460 E1 (Intel Xeon E5410- 2.33 GHz),,,8,8,24,0,1333 FSB,10,2,660.233079
Intel Xeon E5450,3,X86_64,32,1,12,0,1,667,16,PC2-5300F,8,8,NovaScale B260+ (Intel Xeon E5450- 3.00 GHz),,,8,8,24,0,1333 FSB,10,2,528.857225
Intel Xeon X3350,2.666,X86_64,32,1,12,0,1,800,8,PC2-6400E,4,4,NovaScale R410 E1 (Intel Xeon X3350- 2.66 GHz),,,8,8,24,0,1333 FSB,10,2,505.607488
Intel Xeon X3350,2.666,X86_64,32,1,12,0,1,800,8,PC2-6400E,4,4,NovaScale T810 E1 (Intel Xeon X3350- 2.66 GHz),,,8,8,24,0,1333 FSB,10,2,505.607488
Intel Xeon X3350,2.666,X86_64,32,1,12,0,1,800,8,PC2-6400E,4,4,NovaScale T830 E1 (Intel Xeon X3350- 2.66 GHz),,,8,8,24,0,1333 FSB,10,2,505.607488
Intel Xeon E5430,2.666,X86_64,32,1,12,0,1,667,16,PC2-5300F,8,8,NovaScale T860 E1 (Intel Xeon E5430- 2.66 GHz),,,8,8,24,0,1333 FSB,10,2,601.296354
Intel Xeon E5440,2.833,X86_64,32,1,12,0,1,667,16,PC2-5300F,8,8,NovaScale B260+ (Intel Xeon E5440- 2.83 GHz),,,8,8,24,0,1333 FSB,10,2,542.473672
Intel Xeon E5410,2.333,X86_64,32,1,12,0,1,667,16,PC2-5300F,8,8,NovaScale T860 E1 (Intel Xeon E5410- 2.33 GHz),,,8,8,24,0,1333 FSB,10,2,652.985247
Intel Xeon X3320,2.5,X86_64,32,1,6,0,1,800,8,PC2-6400E,4,4,NovaScale R410 E1 (Intel Xeon X3320- 2.50 GHz),,,8,8,12,0,1333 FSB,10,2,535.665292
Intel Xeon X3320,2.5,X86_64,32,1,6,0,1,800,8,PC2-6400E,4,4,NovaScale T810 E1 (Intel Xeon X3320- 2.50 GHz),,,8,8,12,0,1333 FSB,10,2,535.665292
Intel Xeon X3320,2.5,X86_64,32,1,6,0,1,800,8,PC2-6400E,4,4,NovaScale T830 E1 (Intel Xeon X3320- 2.50 GHz),,,8,8,12,0,1333 FSB,10,2,535.665292
Intel Xeon E5405,2,X86_64,32,1,12,0,1,667,16,PC2-5300F,8,8,NovaScale B260+ (Intel Xeon E5405- 2.00 GHz),,,8,8,24,0,1333 FSB,10,2,687.95466
Intel Xeon E5430,2.666,X86_64,32,1,12,0,1,667,16,PC2-5300F,8,8,NovaScale B260+ (Intel Xeon E5430- 2.66 GHz),,,8,8,24,0,1333 FSB,10,2,563.752773
Intel Xeon E5450,3,X86_64,32,1,12,0,1,667,8,PC2-5300F,8,8,NovaScale B260 (Intel Xeon E5450- 3.00 GHz),,,8,8,24,0,1333 FSB,10,2,538.718307
Intel Xeon E5450,3,X86_64,32,1,12,0,1,667,16,PC2-5300F,8,8,NovaScale B280 (Intel Xeon E5450- 3.00 GHz),,,8,8,24,0,1333 FSB,10,2,527.994278
Intel Xeon E5440,2.833,X86_64,32,1,12,0,1,667,16,PC2-5300F,8,8,NovaScale B260 (Intel Xeon E5440- 2.83 GHz),,,8,8,24,0,1333 FSB,10,2,561.475089
Intel Xeon E5430,2.666,X86_64,32,1,12,0,1,667,16,PC2-5300F,8,8,NovaScale B280 (Intel Xeon E5430- 2.66 GHz),,,8,8,24,0,1333 FSB,10,2,568.418651
Intel Xeon E5405,2,X86_64,32,1,12,0,1,667,16,PC2-5300F,8,8,NovaScale B260 (Intel Xeon E5405- 2.00 GHz),,,8,8,24,0,1333 FSB,10,2,704.570079
Intel Xeon E5430,2.666,X86_64,32,1,12,0,1,667,16,PC2-5300F,8,8,NovaScale B260 (Intel Xeon E5430- 2.66 GHz),,,8,8,24,0,1333 FSB,10,2,582.289887
Intel Xeon E5405,2,X86_64,32,1,12,0,1,667,16,PC2-5300F,8,8,NovaScale B280 (Intel Xeon E5405- 2.00 GHz),,,8,8,24,0,1333 FSB,10,2,689.451803
Intel Xeon E5440,2.833,X86_64,32,1,12,0,1,667,16,PC2-5300F,8,8,NovaScale B280 (Intel Xeon E5440- 2.83 GHz),,,8,8,24,0,1333 FSB,10,2,547.381792
Intel Xeon E3113,3,X86_64,32,1,6,0,1,667,8,PC2-5300F,2,2,NovaScale B240 (Intel Xeon E3113- 3.00 GHz),,,8,8,24,0,1333 FSB,10,2,503.970732
Intel Xeon X3323,2.5,X86_64,32,1,6,0,1,667,8,PC2-5300F,4,4,NovaScale B240 (Intel Xeon X3323- 2.50 GHz),,,8,8,12,0,1333 FSB,10,2,569.549932
Intel Xeon X5470,3.333,X86_64,32,1,12,0,1,667,16,PC2-5300F,8,8,NovaScale T860 E1 (Intel Xeon X5470- 3.33 GHz),,,8,8,24,0,1333 FSB,10,2,409.415603
Intel Xeon X5470,3.333,X86_64,32,1,12,0,1,667,16,PC2-5300F,8,8,NovaScale R440 E1 (Intel Xeon X5470- 3.33 GHz),,,8,8,24,0,1333 FSB,10,2,410.565136
Intel Xeon X5470,3.333,X86_64,32,1,12,0,1,667,16,PC2-5300F,8,8,NovaScale R460 E1 (Intel Xeon X5470- 3.33 GHz),,,8,8,24,0,1333 FSB,10,2,410.565136
Intel Xeon X3363,2.833,X86_64,32,1,12,0,1,667,8,PC2-5300F,4,4,NovaScale B240 (Intel Xeon X3363- 2.83 GHz),,,8,8,24,0,1333 FSB,10,2,516.902015
Intel Xeon E5405,2,X86_64,32,1,12,0,1,667,12,PC2-5300F,8,8,NovaScale R630 E1 LR (Intel Xeon E5405- 2.00 GHz),,,8,8,24,0,1333 FSB,10,2,625.197424
Intel Xeon E5450,3,X86_64,32,1,12,0,1,667,24,PC2-5300F,8,8,NovaScale R630 E1 MR (Intel Xeon E5450- 3.00 GHz),,,8,8,24,0,1333 FSB,10,2,594.968792
Intel Xeon E5502,1.867,X86_64,32,1,256,8192,1,1066,48,PC3-8500R,4,4,NovaScale R440 E2 (Intel Xeon E5502- 1.86 GHz),4.8,,4,8,8,16,4.8 QPI,19.2,3,514.746546
Intel Xeon E5504,2,X86_64,32,1,256,8192,1,1066,48,PC3-8500R,8,8,NovaScale R440 E2 (Intel Xeon E5504- 2.00 GHz),4.8,,4,8,8,16,4.8 QPI,19.2,3,436.037669
Intel Xeon E5502,1.867,X86_64,32,1,256,8192,1,1066,48,PC3-8500R,4,4,NovaScale R460 E2 (Intel Xeon E5502- 1.86 GHz),4.8,,4,8,8,16,4.8 QPI,19.2,3,514.746546
Intel Xeon E5504,2,X86_64,32,1,256,8192,1,1066,48,PC3-8500R,8,8,NovaScale R460 E2 (Intel Xeon E5504- 2.00 GHz),4.8,,4,8,8,16,4.8 QPI,19.2,3,436.037669
Intel Xeon E5502,1.867,X86_64,32,1,256,8192,1,1066,48,PC3-8500R,4,4,NovaScale T860 E2 (Intel Xeon E5502- 1.86 GHz),4.8,,4,8,8,16,4.8 QPI,19.2,3,515.182536
Intel Xeon X5570,2.933,X86_64,32,1,256,16384,1,1066,48,PC3-8500R,16,8,NovaScale R440 E2 (Intel Xeon X5570- 2.93 GHz),6.4,,4,8,8,16,6.4 QPI,25.6,3,281.540266
Intel Xeon X5570,2.933,X86_64,32,1,256,16384,1,1066,48,PC3-8500R,16,8,NovaScale R460 E2 (Intel Xeon X5570- 2.93 GHz),6.4,,4,8,8,16,6.4 QPI,25.6,3,281.540266
Intel Xeon E5520,2.267,X86_64,32,1,256,16384,1,1066,48,PC3-8500R,16,8,NovaScale R440 E2 (Intel Xeon E5520- 2.26 GHz),5.86,,4,8,8,16,5.86 QPI,23.44,3,347.026659
Intel Xeon E5520,2.267,X86_64,32,1,256,16384,1,1066,48,PC3-8500R,16,8,NovaScale R460 E2 (Intel Xeon E5520- 2.26 GHz),5.86,,4,8,8,16,5.86 QPI,23.44,3,347.026659
Intel Xeon E5540,2.533,X86_64,32,1,256,16384,1,1066,48,PC3-8500R,16,8,NovaScale R440 E2 (Intel Xeon E5540- 2.53 GHz),5.86,,4,8,8,16,5.86 QPI,23.44,3,328.460942
Intel Xeon E5540,2.533,X86_64,32,1,256,16384,1,1066,48,PC3-8500R,16,8,NovaScale R460 E2 (Intel Xeon E5540- 2.53 GHz),5.86,,4,8,8,16,5.86 QPI,23.44,3,328.460942
Intel Xeon E5504,2,X86_64,32,1,256,8192,1,1066,48,PC3-8500R,8,8,NovaScale T860 E2 (Intel Xeon E5504- 2.00 GHz),4.8,,4,8,8,16,4.8 QPI,19.2,3,431.837635
Intel Xeon E5530,2.4,X86_64,32,1,256,16384,1,1066,48,PC3-8500R,16,8,NovaScale R440 E2 (Intel Xeon E5530- 2.40 GHz),5.86,,4,8,8,16,5.86 QPI,23.44,3,337.033014
Intel Xeon E5530,2.4,X86_64,32,1,256,16384,1,1066,48,PC3-8500R,16,8,NovaScale R460 E2 (Intel Xeon E5530- 2.40 GHz),5.86,,4,8,8,16,5.86 QPI,23.44,3,337.033014
Intel Xeon X5550,2.667,X86_64,32,1,256,16384,1,1066,48,PC3-8500R,16,8,NovaScale R460 E2 (Intel Xeon X5550- 2.66 GHz),6.4,,4,8,8,16,6.4 QPI,25.6,3,295.002894
Intel Xeon X5550,2.667,X86_64,32,1,256,16384,1,1066,48,PC3-8500R,16,8,NovaScale R440 E2 (Intel Xeon X5550- 2.66 GHz),6.4,,4,8,8,16,6.4 QPI,25.6,3,295.002894
Intel Xeon X5570,2.933,X86_64,32,1,256,16384,1,1333,24,PC3-10600R,16,8,bullx B500 (Intel Xeon X5570- 2.93 GHz),6.4,,4,8,8,16,6.4 QPI,25.6,3,287.04885
Intel Xeon L5520,2.267,X86_64,32,1,256,16384,1,1066,48,PC3-8500R,16,8,NovaScale R440 E2 (Intel Xeon L5520- 2.26 GHz),5.86,,4,8,8,16,5.86 QPI,23.44,3,347.436455
Intel Xeon L5520,2.267,X86_64,32,1,256,16384,1,1066,48,PC3-8500R,16,8,NovaScale R460 E2 (Intel Xeon L5520- 2.26 GHz),5.86,,4,8,8,16,5.86 QPI,23.44,3,347.436455
Intel Xeon X3430,2.4,X86_64,32,1,256,8192,1,1333,8,DDR3-1333,8,4,NovaScale R410 F2 (Intel Xeon X3430- 2.40 GHz),,2.5,4,8,8,16,2.5 DMI,1,3,343.021384
Intel Xeon X3440,2.533,X86_64,32,1,256,8192,1,1333,8,DDR3-1333,8,4,NovaScale R410 F2 (Intel Xeon X3440- 2.53 GHz),,2.5,4,8,8,16,2.5 DMI,1,3,283.829963
Intel Xeon X3450,2.667,X86_64,32,1,256,8192,1,1333,8,DDR3-1333,8,4,NovaScale R410 F2 (Intel Xeon X3450- 2.66 GHz),,2.5,4,8,8,16,2.5 DMI,1,3,276.558457
Intel Xeon X3460,2.8,X86_64,32,1,256,8192,1,1333,8,DDR3-1333,8,4,NovaScale R410 F2 (Intel Xeon X3460- 2.80 GHz),,2.5,4,8,8,16,2.5 DMI,1,3,259.587733
Intel Xeon X3450,2.667,X86_64,32,1,256,8192,1,1333,8,DDR3-1333,8,4,NovaScale T810 F2 (Intel Xeon X3450- 2.66 GHz),,2.5,4,8,8,16,2.5 DMI,1,3,276.962487
Intel Xeon X3470,2.933,X86_64,32,1,256,8192,1,1333,8,DDR3-1333,8,4,NovaScale R410 F2 (Intel Xeon X3470- 2.93 GHz),,2.5,4,8,8,16,2.5 DMI,1,3,249.285481
Intel Xeon X3460,2.8,X86_64,32,1,256,8192,1,1333,8,DDR3-1333,8,4,NovaScale T810 F2 (Intel Xeon X3460- 2.80 GHz),,2.5,4,8,8,16,2.5 DMI,1,3,257.971256
Intel Xeon L3426,1.867,X86_64,32,1,256,8192,1,1333,8,DDR3-1333,8,4,NovaScale R410 F2 (Intel Xeon L3426- 1.86 GHz),,2.5,4,8,8,16,2.5 DMI,1,3,304.436621
Intel Xeon X3470,2.933,X86_64,32,1,256,8192,1,1333,8,DDR3-1333,8,4,NovaScale T810 F2 (Intel Xeon X3470- 2.93 GHz),,2.5,4,8,8,16,2.5 DMI,1,3,250.900909
Intel Xeon X3450,2.667,X86_64,32,1,256,8192,1,1333,8,DDR3-1333,8,4,NovaScale T820 F2 (Intel Xeon X3450- 2.66 GHz),,2.5,4,8,8,16,2.5 DMI,1,3,274.740162
Intel Xeon X3440,2.533,X86_64,32,1,256,8192,1,1333,8,DDR3-1333,8,4,NovaScale T810 F2 (Intel Xeon X3440- 2.53 GHz),,2.5,4,8,8,16,2.5 DMI,1,3,285.245218
Intel Xeon X3460,2.8,X86_64,32,1,256,8192,1,1333,8,DDR3-1333,8,4,NovaScale T820 F2 (Intel Xeon X3460- 2.80 GHz),,2.5,4,8,8,16,2.5 DMI,1,3,258.174364
Intel Xeon X3470,2.933,X86_64,32,1,256,8192,1,1333,8,DDR3-1333,8,4,NovaScale T820 F2 (Intel Xeon X3470- 2.93 GHz),,2.5,4,8,8,16,2.5 DMI,1,3,248.27446
Intel Xeon X3430,2.4,X86_64,32,1,256,8192,1,1333,8,DDR3-1333,8,4,NovaScale T820 F2 (Intel Xeon X3430- 2.40 GHz),,2.5,4,8,8,16,2.5 DMI,1,3,337.965115
Intel Xeon X3440,2.533,X86_64,32,1,256,8192,1,1333,8,DDR3-1333,8,4,NovaScale T820 F2 (Intel Xeon X3440- 2.53 GHz),,2.5,4,8,8,16,2.5 DMI,1,3,281.405295
Intel Xeon X3430,2.4,X86_64,32,1,256,8192,1,1333,8,DDR3-1333,8,4,NovaScale T810 F2 (Intel Xeon X3430- 2.40 GHz),,2.5,4,8,8,16,2.5 DMI,1,3,336.758058
Intel Xeon E5504,2,X86_64,32,1,256,8192,1,1333,24,PC3-10600R,8,8,BL265 (Intel Xeon E5504- 2.00 GHz),4.8,,4,8,8,16,4.8 QPI,19.2,3,444.78199
Intel Core i3-540,3.067,X86_64,32,1,256,4096,1,1333,8,DDR3-1333,4,2,NovaScale R410 F2 (Intel Core i3-540- 3.06 GHz),,2.5,4,8,8,16,2.5 DMI,1,3,398.867337
Intel Core i3-530,2.933,X86_64,32,1,256,4096,1,1333,8,DDR3-1333,4,2,NovaScale R410 F2 (Intel Core i3-530- 2.93 GHz),,2.5 GT/s DMI,4,8,8,16,2.5 GT/s DMI DMI,1,3,410.870997
Intel Core i3-540,3.067,X86_64,32,1,256,4096,1,1333,8,DDR3-1333,4,2,NovaScale T810 F2 (Intel Core i3-540- 3.06 GHz),,2.5,4,8,8,16,2.5 DMI,1,3,397.202728
Intel Core i3-530,2.933,X86_64,32,1,256,4096,1,1333,8,DDR3-1333,4,2,NovaScale T810 F2 (Intel Core i3-530- 2.93 GHz),,2.5 GT/s DMI,4,8,8,16,2.5 GT/s DMI DMI,1,3,411.300892
Intel Core i3-540,3.067,X86_64,32,1,256,4096,1,1333,8,DDR3-1333,4,2,NovaScale T820 F2 (Intel Core i3-540- 3.06 GHz),,2.5,4,8,8,16,2.5 DMI,1,3,395.586681
Intel Core i3-530,2.933,X86_64,32,1,256,4096,1,1333,8,DDR3-1333,4,2,NovaScale T820 F2 (Intel Core i3-530- 2.93 GHz),,2.5 GT/s DMI,4,8,8,16,2.5 GT/s DMI DMI,1,3,410.530079
Intel Xeon X5550,2.667,X86_64,32,1,256,16384,1,1333,24,PC3-10600R,16,8,BL265 (Intel Xeon X5550- 2.67 GHz),6.4,,4,8,8,16,6.4 QPI,25.6,3,304.389626
Intel Xeon X5560,2.8,X86_64,32,1,256,16384,1,1333,24,PC3-10600R,16,8,BL265 (Intel Xeon X5560- 2.80 GHz),6.4,,4,8,8,16,6.4 QPI,25.6,3,293.373045
Intel Xeon X5570,2.933,X86_64,32,1,256,16384,1,1333,24,PC3-10600R,16,8,BL265 (Intel Xeon X5570- 2.93 GHz),6.4,,4,8,8,16,6.4 QPI,25.6,3,287.792225
Intel Xeon E5520,2.267,X86_64,32,1,256,16384,1,1333,24,PC3-10600R,16,8,BL265 (Intel Xeon E5520- 2.27 GHz),5.86,,4,8,8,16,5.86 QPI,23.44,3,351.721134
Intel Xeon E5530,2.4,X86_64,32,1,256,16384,1,1333,24,PC3-10600R,16,8,BL265 (Intel Xeon E5530- 2.40 GHz),5.86,,4,8,8,16,5.86 QPI,23.44,3,341.92875
Intel Xeon E5540,2.533,X86_64,32,1,256,16384,1,1333,24,PC3-10600R,16,8,BL265 (Intel Xeon E5540- 2.53 GHz),5.86,,4,8,8,16,5.86 QPI,23.44,3,332.135567
Intel Xeon L5520,2.267,X86_64,32,1,256,16384,1,1333,24,PC3-10600R,16,8,BL265 (Intel Xeon L5520- 2.27 GHz),5.86,,4,8,8,16,5.86 QPI,23.44,3,356.209707
Intel Xeon E5504,2,X86_64,32,1,256,8192,1,1333,48,PC3-10600R,8,8,NovaScale R460 F2 (Intel Xeon E5504- 2.00 GHz),4.8,,4,8,8,16,4.8 QPI,19.2,3,397.750769
Intel Xeon X5560,2.8,X86_64,32,1,256,16384,1,1333,24,PC3-10600R,16,8,NovaScale R460 F2 (Intel Xeon X5560- 2.80 GHz),6.4,,4,8,8,16,6.4 QPI,25.6,3,261.752292
Intel Xeon X5570,2.933,X86_64,32,1,256,16384,1,1333,24,PC3-10600R,16,8,NovaScale R460 F2 (Intel Xeon X5570- 2.93 GHz),6.4,,4,8,8,16,6.4 QPI,25.6,3,261.549323
Intel Xeon E5530,2.4,X86_64,32,1,256,16384,1,1333,24,PC3-10600R,16,8,NovaScale R460 F2 (Intel Xeon E5530- 2.40 GHz),5.86,,4,8,8,16,5.86 QPI,23.44,3,310.716051
Intel Xeon E5540,2.533,X86_64,32,1,256,16384,1,1333,24,PC3-10600R,16,8,NovaScale R460 F2 (Intel Xeon E5540- 2.53 GHz),5.86,,4,8,8,16,5.86 QPI,23.44,3,304.184141
Intel Xeon X5550,2.667,X86_64,32,1,256,16384,1,1333,24,PC3-10600R,16,8,NovaScale R460 F2 (Intel Xeon X5550- 2.67 GHz),6.4,,4,8,8,16,6.4 QPI,25.6,3,272.76716
Intel Xeon E5506,2.133,X86_64,32,1,256,8192,1,1333,48,PC3-10600R,8,8,NovaScale R460 F2 (Intel Xeon E5506- 2.13 GHz),4.8,,4,8,8,16,4.8 QPI,19.2,3,387.7455
